"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"YAR033W",33.4410360596651,0.433741962128563,0.244974495531252,1.77055967066266,0.0766339533894431,0.162870617819148
"YAR035C-A",0,NA,NA,NA,NA,NA
"YAR035W",47.066448379216,-0.543181287261418,0.213846743987731,-2.54004936962043,0.0110836822063499,0.0334787572424959
"YAR042W",180.974401522672,0.420616159984685,0.104021645203873,4.04354458305593,5.26491392527555e-05,0.000283999879143277
"YAR047C",0.440734768493631,0.0509034232703034,2.05483988975046,0.0247724523570958,0.980236464147707,NA
"YAR050W",39.092487857575,0.624092742496494,0.224081211086591,2.78511857138851,0.00535081524084637,0.0178416951226956
"YAR053W",2.64794768328351,-1.31749998063541,0.965687895182744,-1.36431241108815,0.17246926139758,0.301701901094493
"YAR061W",6.77615467035222,0.0604601899086319,0.545645718878357,0.110804846105849,0.911771102382606,0.948389160381832
"YAR064W",2.76306839556555,0.753246255159662,1.6673294105195,0.45176810917344,0.651436046233378,0.772804800322841
"YAR066W",1.82710854938136,0.145503737773356,3.32080688163353,0.0438157782008032,0.965051249977282,0.98008899636247
"YAR068W",5.25766670636215,1.53219938745127,1.69215794217557,0.905470671065936,0.365216090775515,0.517689714323499
"YAR069C",0.26825690801329,1.36393301278915,2.56563177505061,0.531616822824172,0.594991410873877,NA
"YAR070C",0,NA,NA,NA,NA,NA
"YAR071W",102.027646816124,3.25342593413948,0.52611851988207,6.18382704883443,6.25659133681866e-10,5.63449721244552e-09
"YAR073W",1.39836868556011,-0.423769659055489,1.28663887959775,-0.329361770248987,0.741882260137394,0.836446938573664
"YAR075W",2.50101061700105,2.85177184199959,1.04283255433815,2.734640216338,0.00624484918583112,0.020371484289383
"YBL001C",124.424975555178,-0.491581053415509,0.130762216296141,-3.75935088391443,0.000170354776646574,0.000822475933975074
"YBL002W",300.907403315723,-0.596068790998833,0.0857706831973727,-6.94956328641079,3.66418720688314e-12,3.79753959375659e-11
"YBL003C",521.447582079126,-0.582440956818608,0.0648170949810172,-8.9859157833159,2.56588438276447e-19,3.4513874612419e-18
"YBL004W",111.747000845205,0.108841732210622,0.130136191475663,0.836367892562594,0.402947969492024,0.555360162007537
"YBL005W",60.1861083465593,1.05202204248443,0.190267327232472,5.52917864452395,3.21733582914763e-08,2.53932548213125e-07
"YBL006C",169.247673850911,0.214287637586752,0.110903154489308,1.9322050718351,0.0533341994389795,0.122028093630895
"YBL006W-A",0,NA,NA,NA,NA,NA
"YBL007C",437.878659932461,0.30227539044126,0.0670288860628627,4.50962873167506,6.49411778027602e-06,4.04889670679536e-05
"YBL008W",36.0054078747232,-0.457637554646404,0.245542043721995,-1.86378490505905,0.0623519163807528,0.138408994156994
"YBL008W-A",0.200091647777581,2.11456214116485,3.087006799804,0.68498784690047,0.493351589959828,NA
"YBL009W",30.8379967650341,-0.273675350877733,0.258343781495932,-1.05934561030664,0.289442410149388,0.441247870017948
"YBL010C",25.1667381157464,-0.55509613447737,0.285683297154847,-1.94304721349003,0.0520104540296065,0.11935030503636
"YBL011W",199.036858630438,-0.120305991987603,0.102465494336349,-1.17411224887758,0.240350067870427,0.385854019572584
"YBL012C",10.654040007153,0.835804754128103,0.445130414439199,1.87766265125042,0.0604273291056347,0.135181024276653
"YBL013W",7.36510984891176,0.275506603004675,0.508636063634415,0.541657626547488,0.588054385486728,0.720997838898358
"YBL014C",30.7016069186647,0.092128733314412,0.268581143475254,0.343020109760238,0.731583331570566,0.829460154625021
"YBL015W",166.099973025591,-0.184030506754787,0.111692030706411,-1.64766013824676,0.0994224322185878,0.199033760761847
"YBL016W",61.2269982592313,0.184068047857456,0.177838530667676,1.03502906353528,0.300655338429437,0.453313391259456
"YBL017C",343.486205055003,0.112866202737299,0.0753646118380656,1.49760212365735,0.134236654691099,0.249587363303084
"YBL018C",36.7616157945594,0.462880082177569,0.233864819315792,1.97926342034598,0.0477863557779653,0.110897398185114
"YBL019W",28.3756462465144,-0.552992475255778,0.270922651941568,-2.04114521725207,0.041236395054506,0.0984131708322335
"YBL020W",61.9120666614342,-0.323689859702123,0.184299262956045,-1.75632747798521,0.0790325080267679,0.166658944544772
"YBL021C",45.4628894102939,0.106369903242115,0.209878707598872,0.506816077052527,0.612283874732209,0.741685889261741
"YBL022C",217.643992750524,0.40395101134641,0.0949936294973295,4.25240106609218,2.11490657914063e-05,0.000121549449030246
